Material,Dopant,Temperature_K,Ion_Mobility_cm2_Vs,Conductivity_Factor,Diffusion_Barrier_eV,Jump_Frequency_Hz,Path_Length_Angstrom,Ion_Phonon_Coupling,Local_Distortion_Index,Channel_Volume_Change_Percent,Defect_Ion_Interaction_eV,Entropy_Change_J_molK,Enthalpy_Change_kJ_mol,Gibbs_Free_Energy_kJ_mol,Phonon_Scattering_Rate
Li6PS5Br,Bi,350,0.0005367535255086602,0.9707950360165912,0.21525699637607829,4136070094675.9014,4.8984522417171075,0.38073163799269644,0.2568517138143337,0.23018537696354838,0.03874835548503711,0.12608613092361273,5.335377357065926,5.291247211242663,0.7597628911027282
Li6PS5Br,Bi,400,0.0004823463693399897,0.9560439802643822,0.20340135510519988,4360609948118.8613,4.501053520519963,0.37998278161915333,0.26833332329046317,0.14568367267456386,0.049126570766879575,0.4502038286465389,-1.87290495834205,-2.052986489800666,0.8564801791603648
Li6PS5Br,Bi,450,0.0004720751032853407,0.9951110729220649,0.1812786983964622,5037918904440.623,4.80245001019913,0.3669725689628202,0.2432248372401297,0.1609773201691164,0.013728474844888735,0.8404173475820299,0.5833190355723105,0.20513122916039753,0.692986672113076
Li6PS5Br,Bi,500,0.0005094237755846823,0.9993257428236173,0.19329274470949667,5139847148640.929,4.5993097234874805,0.35766176275800265,0.22511524584463363,0.20984036196531344,0.06486493951771946,0.5497118680044842,-2.146175706101538,-2.42103164010378,0.7536633172502455
Li6PS5Br,Bi,550,0.0004915827746099811,0.9697695362662334,0.19977107269389086,5261085200316.144,4.999387321048343,0.3451818924013147,0.25936635310586886,0.27877666887792096,0.09427069399211464,-0.073035990926586,5.312122514795468,5.35229230980509,0.722254121807622
Li6PS5Br,Bi,600,0.000451591979731761,0.9783563935872065,0.22680901877894202,4504587693138.978,4.574179825759677,0.3345749879100997,0.24571540996672817,0.0737262851527574,-0.01835043934710841,0.8071711092095766,-1.5831009395091347,-2.0674036050348805,0.8421366249167016
Li6PS5Br,Ca,300,0.000518375446444666,1.019876046980491,0.19555686910271847,4725472308769.362,4.6666740619941125,0.3729374331051123,0.2585154071517686,0.1794007846602001,0.000903980598605064,-0.8939437788098133,-0.02424017731045455,0.24394295633248966,0.6988153435818265
Li6PS5Br,Ca,350,0.00046424742459010986,0.9707815503816908,0.20258439151018984,4956707740878.645,4.419490984267407,0.40254124698743615,0.2704160899901433,0.2228242530884211,0.03133132610744442,-0.07861584276163147,-4.758942091477771,-4.731426546511201,0.7854444754729731
Li6PS5Br,Ca,400,0.0004921646219804145,0.9832158098103679,0.1934023121147485,5121297143569.107,4.941738389544194,0.3677376118514994,0.25221397386311606,0.1975676530626881,-0.11273405812028606,0.08357438414427,1.1879603804931662,1.154530626835458,0.712741375007835
Li6PS5Br,Ca,450,0.0004827981599015875,0.9807717414934914,0.19256013468707492,5415488679551.724,4.5790110503910375,0.3649975677611433,0.27726744428937006,0.2506038486612081,0.018878196674727867,-0.10845287068430014,5.35382728412335,5.402631075931284,0.7579677290150468
Li6PS5Br,Ca,500,0.0005561549016461415,0.9950246458539403,0.21305120775684994,4863063103814.033,4.768888326053806,0.3779345355146279,0.24728123653360623,0.12218893592687335,-0.0020230596030240576,-2.215182594728769,-1.2854052710695079,-0.17781397370512325,0.7754560374828826
Li6PS5Br,Ca,550,0.00044570611088750017,1.0302233293746335,0.1972912402826952,5541890711225.907,4.888749413425796,0.37481409153718986,0.2397345190959972,0.11046387060303374,0.016635490550576067,-0.7733228006113648,6.129281201337763,6.554608741674014,0.7987937420272951
Li6PS5Br,Ca,600,0.0005125209578827638,0.9967995566303788,0.19763176979819283,4694095791971.353,5.0938185217074325,0.3611383486992365,0.2495174722213464,0.23225862811533524,0.02055743989812648,-0.8144838593711722,2.287538521388215,2.776228837010918,0.6985238561434479
Li6PS5Br,Cd,300,0.0004938145937797052,1.0479638286017487,0.19572295340192347,5210723892464.308,4.66799146471274,0.4012330924464494,0.2714097960469479,0.28630407146556425,-0.035355446058715656,0.13028214116757264,6.680843978613573,6.641759336263302,0.7775085949272047
Li6PS5Br,Cd,350,0.0005557881196282873,1.0026366361942707,0.20144239699421226,4374567124052.4346,4.652080148143271,0.39792429595315154,0.21410567823371815,0.17748588760279843,-0.043626784240609555,-0.8260853379198496,0.13548265183935762,0.424612520111305,0.7876856254499408
Li6PS5Br,Cd,400,0.0004888189038102753,1.0075595005760165,0.19448704168223685,5111081602157.717,4.513883339110145,0.41321174061495936,0.262481429868424,0.13766996787577737,-0.00967820125430748,-1.843141591557032,4.178311278738679,4.915567915361492,0.7532182312376051
Li6PS5Br,Cd,450,0.0005352788921679923,0.999186811191708,0.18049127487143304,4841630360017.261,4.326202613266292,0.3361777498592807,0.2336898677166747,0.1918985784433271,0.038264515255132796,0.6143815462544269,-0.1591637376245997,-0.43563543343909156,0.791257908780744
Li6PS5Br,Cd,500,0.0004683457436165789,0.9894218139215941,0.20659045118470043,4620996138201.311,4.490893114592174,0.4413816681180032,0.2495783865946791,0.14001806517658236,0.01078338278632713,-0.5290820434239908,-2.6664252119835425,-2.401884190271547,0.7829400048202964
Li6PS5Br,Cd,550,0.0005697192362469005,1.0282147253745357,0.19434422199091028,5942854748352.309,4.092408737477355,0.34517533804549194,0.2497890254158858,0.3287848399561566,0.07301318642572448,-0.6030789881882973,-3.1595621144946984,-2.827868670991135,0.7663211410682765
Li6PS5Br,Cd,600,0.00039761997765785185,1.0035339501730247,0.17567033731498902,4710639826813.607,4.786152438086881,0.38933663272292734,0.24876737554448788,0.1620110488438451,-0.03794797798953434,-0.008914618016929159,-5.4284225629617415,-5.423073792151584,0.801437628035483
Li6PS5Br,Ga,300,0.0005529172574118684,1.006988183261303,0.17699640284380921,4559834127030.88,4.685747438188192,0.3784250597404197,0.25184128266925876,0.16040888251516255,-0.003037201608911727,0.6246375887770159,-3.6303572028625624,-3.8177484794956675,0.7562499921082214
Li6PS5Br,Ga,350,0.0005017595057938508,1.0138471844997712,0.19065599018112736,4975952810349.906,4.876504376408288,0.3648052543787995,0.250116650502838,0.1991650388445941,0.028757191013895702,-1.3911097181034255,0.7456889874768132,1.2325773888130125,0.6653984897411015
Li6PS5Br,Ga,400,0.0005099046205445737,1.0170540675514361,0.18718164167639703,4444646604579.674,4.673161121965076,0.3918648975888723,0.23908425902236793,0.12815298810158385,-0.0566071821636134,-0.2202957848557327,-2.122280420188812,-2.0341621062465194,0.6852744877084258
Li6PS5Br,Ga,450,0.0004908327542788416,0.9527328465484908,0.19916555614674353,4199437241891.3804,4.58109346697394,0.3558512151390895,0.25944886972490044,0.15766921868675896,-0.02632725384475325,0.3048044748138379,5.098681883001555,4.961519869335327,0.7581615503900261
Li6PS5Br,Ga,500,0.00041769989073819864,0.9424867995511615,0.17624334776120104,4982236444532.214,4.304168529010187,0.3878284094895647,0.2583717332408357,0.18721895687598814,-0.011766109495176976,0.6051493255561357,-1.243371275689389,-1.5459459384674565,0.807150778634493
Li6PS5Br,Ga,550,0.0004641390496682086,1.0136217539231172,0.19789972712012788,5102988250326.333,4.610598110358759,0.33647369689803175,0.2427980889249089,0.19808656628935686,0.10281343255512539,-0.4687027785307802,-1.1601964155564004,-0.9024098873644714,0.7145506186423174
Li6PS5Br,Ga,600,0.0004506733512465423,1.0046892306503632,0.19509095952863884,5254965196051.854,4.524982446566853,0.39636249018834724,0.2581754299195184,0.11364647922122663,-0.03412862444329949,0.7301296938183239,3.6209407475739623,3.1828629312829677,0.7359970406319254
Li6PS5Br,Hg,300,0.0005521402432302148,0.9931899718411022,0.19394305696163006,4541238053754.174,4.728154943190216,0.4175975500282959,0.22985820345133604,0.27945731417603864,-0.003677424091885892,0.5421353064343122,-1.7679501415994314,-1.9305907335297252,0.8151957285991344
Li6PS5Br,Hg,350,0.0005274165781302257,1.0035502479760092,0.21683797968215326,4340466071071.9766,4.82137316021742,0.43644169712633946,0.24077247181708492,0.1922332492546334,-0.014916392714343895,0.6709381072653734,3.8052074878308466,3.5703791502879656,0.6792977169245282
Li6PS5Br,Hg,400,0.0005287862034380514,1.0433160705841587,0.1761550962078674,5263175448965.394,4.5738040352870275,0.38102047740077505,0.2725380635708722,0.27076218733518,-0.06242085607512051,1.319974941745532,-3.329092706642064,-3.8570826833402765,0.7439608787033245
Li6PS5Br,Hg,450,0.0004979048824900766,1.0212127352271845,0.2014683822982963,5032866880659.317,4.811752914342994,0.358222580116794,0.2484937433983419,0.20033287690134524,-0.0132780175244528,0.4450751896197269,-3.295854333801286,-3.496138169130163,0.7156481897707518
Li6PS5Br,Hg,500,0.0005473701054307451,0.9954648131205428,0.1707727233403357,5609791634552.161,5.002974628094657,0.4234988466881011,0.25835985483590457,0.1918271209225352,-0.040224595899026425,1.1020460739138045,-4.992816478615984,-5.543839515572886,0.7210652164747182
Li6PS5Br,Hg,550,0.00047121127160846594,0.9699154937599502,0.203358118673184,4927261353649.668,4.457274862260426,0.3823399724344562,0.25918016488008955,0.17942875676846373,-0.02726136070691258,1.3752997183629267,5.838644429513811,5.082229584414202,0.7409890223291481
Li6PS5Br,Hg,600,0.0005537029414023349,1.0614057784387374,0.20821951106629,5729389385930.761,4.683297895750338,0.34172265759209847,0.22862977406040372,0.21913715066279646,-0.036226594110402306,-1.2756695788624006,-1.3294334223583135,-0.5640316750408733,0.821750722038077
Li6PS5Br,In,300,0.000564338923397476,0.9821953968390067,0.19611930661296076,4641094624005.429,5.050696216466883,0.44784686139910057,0.2464646765367758,0.16362702405104773,0.012457513916930731,0.014111701913983551,-0.5800250326294454,-0.5842585432036405,0.7282201219219764
Li6PS5Br,In,350,0.0004970782138467109,0.9999171811643943,0.21862656488209412,5672021623588.642,4.668370585398585,0.37209743902479114,0.23736204764727895,0.1106262328154937,0.03419529745469243,0.48440192025884987,2.578241328578932,2.4087006564883344,0.6544480847587326
Li6PS5Br,In,400,0.000491695857905124,1.0097036318128547,0.1940337142951033,3926809518151.9165,4.67720277894917,0.4047526777488723,0.24872727681921541,0.11901142641773797,-0.01681028135345224,0.46156293066259724,2.388302019039174,2.2036768467741354,0.7241368355181925
Li6PS5Br,In,450,0.0005201001382058707,1.0046228998614908,0.21651281456344199,4350033322785.912,4.737657155247697,0.3402965280869474,0.2492358679263699,0.19760632275445372,0.00839995930048815,-0.42571162138154234,7.990869865006886,8.18244009462858,0.6771829055243469
Li6PS5Br,In,500,0.0004986542582837918,1.0236283791327156,0.1753392302221307,5122450977075.44,5.0829333492798865,0.38194998457476587,0.24785526096882496,0.21145932032522471,-0.037896140500306784,0.349096883910704,-5.602082214875787,-5.77663065683114,0.6928993473559235
Li6PS5Br,In,550,0.000522966433947624,1.0270324706997482,0.20072603104506528,5339345187551.107,4.760554352423401,0.42513962127646554,0.23283769904717191,0.25062390118483907,0.021044593795621007,2.082619994271826,7.696649762377712,6.551208765528207,0.7542307444239873
Li6PS5Br,In,600,0.0004905009998567004,1.0341104086484567,0.2092937124008297,5385778544888.803,5.000386325534606,0.36502930877582024,0.24357251642888098,0.19669148118499133,0.007401292900989062,-1.2865881594255049,-2.645655394115172,-1.873702498459869,0.7393247952600973
Li6PS5Br,Mg,300,0.0004707533560643687,0.9396687222005657,0.2035697551661924,3954939072520.0684,4.709872384727613,0.39850181171946364,0.25927969725574906,0.2277020031021802,-0.057869957958732725,-0.13813327176572682,2.8337445800946464,2.8751845616243643,0.8152772380008363
Li6PS5Br,Mg,350,0.000528029342738142,1.041044395935916,0.19132276449664143,5227632613905.182,4.595867453999424,0.3720380844547726,0.26308149330390845,0.25337847639337313,-0.029342126752820732,-1.0217151861497815,0.11479484137674424,0.47239515652916836,0.7451200171577466
Li6PS5Br,Mg,400,0.0005186935240272552,0.9520113833787031,0.2023494769416154,4687568666423.946,4.932075842413045,0.44474665836040217,0.26183090913612983,0.21017963258586828,0.0629263835548929,0.006400562330935985,1.8304623162451261,1.8279020913127515,0.7042962722672425
Li6PS5Br,Mg,450,0.0005135625188940431,1.0016958327479655,0.21619926400357956,4995819680483.152,4.703950870606496,0.3525949726079209,0.2450373453555698,0.2365704050422678,0.0058854308297659474,0.07015194084854577,3.91185480454338,3.8802864311615344,0.7252107783300479
Li6PS5Br,Mg,500,0.0005005453511110424,0.9883238087774858,0.20378660775884797,4701859162334.026,4.888058864052653,0.39806847616592245,0.21862310347315458,0.09025314202286709,0.04286169109653067,-0.0481558652923508,3.1118736043759347,3.1359515370221103,0.7908665229838905
Li6PS5Br,Mg,550,0.0004999025754362711,0.9642660390352137,0.17952970590329634,4779825354404.904,4.5898718631282955,0.4197683421324908,0.2561276258883173,0.14519698518758142,-0.03401835637684617,0.3936471338902763,0.4941085520780477,0.2776026284383961,0.7731582552712671
Li6PS5Br,Mg,600,0.0005199280207781585,1.0048457945648857,0.17694037354466233,4318713340235.008,4.483369575811339,0.3816853918098626,0.2408767488073616,0.22912903269352816,0.03369420728994394,-0.08750307690269908,-0.22702849278550388,-0.17452664664388448,0.7302932473106148
Li6PS5Br,Pb,300,0.0005150850476959597,0.984762134846859,0.213570299272236,4161209468145.434,4.496814531527314,0.39550056784955495,0.2350436246598616,0.14457952529021176,0.07179411779388957,-0.10406176028301205,-2.502206067492374,-2.4709875394074703,0.7223513236020916
Li6PS5Br,Pb,350,0.0004979183169913638,1.07756788283696,0.17476834001580552,5254081186516.332,4.554829212192729,0.3751087174477743,0.2652029166160475,0.16659137049165076,-0.008925308822436551,-0.0387559336040348,-0.585657450449508,-0.5720928736880955,0.7321724024010797
Li6PS5Br,Pb,400,0.0004982024519950637,1.0049893343077998,0.1788885857706366,5020947438946.112,4.540278097062273,0.39345635596163375,0.2872863441128598,0.1776268845651875,0.04651238471768122,-0.0034604415364782536,4.215676429815359,4.21706060642995,0.7059098164604064
Li6PS5Br,Pb,450,0.0005557986486766805,1.074773246767949,0.18557612635348372,5639437832093.658,4.813312001573785,0.3789660626197716,0.22426972099810463,0.188818348543502,0.08223741488144284,-0.27770465169292613,-3.7794160879617724,-3.654448994699956,0.797655425584465
Li6PS5Br,Pb,500,0.0005123792496133597,1.0100654804073605,0.1736932242367502,5582232410988.812,4.890019856581094,0.37592043312664825,0.2522567199384706,0.20315167888567132,-0.04387518000605468,-1.3753382021322327,-0.6336656112572873,0.05400348980882939,0.7412453690753361
Li6PS5Br,Pb,550,0.00048492239902196276,1.017939328035951,0.2064608454979797,4936205069110.958,4.801520575162342,0.3591871696130598,0.23592868059814906,0.1621826504818377,0.0043510419519969,0.01956115499840202,-4.589061014202432,-4.599819649451553,0.7590961260559579
Li6PS5Br,Pb,600,0.0004903704181902141,1.020840896461808,0.19083788374142774,4676515368214.848,4.587571071015103,0.3708489142781729,0.2483432167235076,0.2621793422635445,-0.05019695814903415,-0.23194216637594559,8.709406282948798,8.848571582774365,0.7576501878248142
Li6PS5Br,Sc,300,0.00045039091306650554,0.995704508391142,0.21157299951554873,4721632462689.876,4.846325693657856,0.39397635033870393,0.2624402128108053,0.19356389310084715,-0.014957013159668013,-0.20294640229344474,-2.175198895869568,-2.1143149751815344,0.6616049579105294
Li6PS5Br,Sc,350,0.0005052277375686872,1.0067297101499837,0.1969293167321009,5256067339753.712,4.942771163824683,0.39986145608523666,0.2585794133649521,0.20980648448044173,0.04989373991990629,-0.3825262886086236,0.38686851358594054,0.5207527145989589,0.718988854076601
Li6PS5Br,Sc,400,0.0005442428853946769,1.060222851583079,0.18781206455164837,4854875964447.815,4.638652669399948,0.36364865531862745,0.24122316464069576,0.15331435968361784,0.01682976106923222,0.23734856313130978,-2.165100942820566,-2.2600403680730894,0.6738391867275454
Li6PS5Br,Sc,450,0.0004866564069534559,1.0004907678893467,0.17753576711072364,4615431492157.468,4.793365999862151,0.406827790229843,0.2909832084225058,0.21292527106341896,-0.04881956141216112,-0.2850293192905243,-0.9988035720054652,-0.8705403783247293,0.8090775391174209
Li6PS5Br,Sc,500,0.0005127810660998899,1.0012833947362014,0.18359071055471793,4905020373015.152,4.513390472466631,0.3838996448675697,0.27441655165592976,0.23897406978816704,-0.004759112364501558,-0.8355226533035415,4.562594164537738,4.980355491189509,0.8466773030968976
Li6PS5Br,Sc,550,0.0004580156151433301,1.028540419996125,0.2163542647714756,4526846300641.685,4.596209791536509,0.3668394719343985,0.2628659387861714,0.1641594890695963,0.019993269334203482,-0.1507755369519682,0.14819269042193367,0.23111923574551602,0.8150847420481355
Li6PS5Br,Sc,600,0.00045798684842898675,0.9852282835970226,0.19734700747536643,5113286589880.358,4.4313817131443285,0.3618344085234096,0.23922979234113012,0.10833108028387738,-0.021067555664924933,1.037318848064857,-4.244301288053592,-4.8666925968925066,0.7446015259706161
Li6PS5Br,Sn,300,0.0005534046698769198,0.9933553123779892,0.18609293618960787,5253915660231.409,4.375623337318372,0.3678512211025734,0.2481192677018585,0.1492957833275349,0.03533420297849045,-0.6952342373537158,-1.6440806780365647,-1.4355104068304496,0.8478637430488257
Li6PS5Br,Sn,350,0.0004888802635987563,1.0183710252806957,0.1869220948001717,5721772485601.425,4.871715785367836,0.3620559440103686,0.23270883701760087,0.1316431214231397,0.07800874537364262,0.8517387054691417,-4.7349403606557,-5.0330489075699,0.7284243060763951
Li6PS5Br,Sn,400,0.00042848445968229616,0.9856422892855754,0.206257756042825,5300226964934.708,4.86640464869347,0.4157922148809405,0.2428466083011959,0.03513875850512101,-0.002396975992049697,-1.0448059867935748,7.616333537410825,8.034255932128254,0.6551593938180722
Li6PS5Br,Sn,450,0.0004693935693080582,0.9934644116980039,0.18212178495625533,5018029180290.731,4.891824079278959,0.4244728622696205,0.277718446738034,0.1557596507895296,0.02740588033891637,-1.199883628643707,-6.78274386058282,-6.242796227693152,0.7201372780189516
Li6PS5Br,Sn,500,0.0005032367841133041,0.9929029435370398,0.2112246167150174,5400665733792.8955,4.781002402458892,0.4098064614658764,0.27346309658777535,0.16332452431396244,-0.050261433366105654,0.6259652965288677,-4.329441346674929,-4.642423994939364,0.8168758671279445
Li6PS5Br,Sn,550,0.0005504835204194374,1.0064880884409164,0.17684189574201128,5224429282123.99,4.355200888707525,0.35562685185859155,0.24182091306391915,0.19559653229254687,0.055233531384356334,-1.1146733384212808,-5.708732472373337,-5.095662136241633,0.7926952277470498
Li6PS5Br,Sn,600,0.0005620272144873901,1.0222081261497797,0.19880074623013702,5310616518114.575,4.917514518239851,0.39178365681059735,0.2413613516561562,0.2500256261306173,0.06750828627230158,-0.29433732500145854,6.766587896778005,6.943190291778881,0.7507703982968121
Li6PS5Br,Sr,300,0.0005531023090589654,1.0190305198019094,0.2060324658120174,5066501220779.688,4.700653416820084,0.41522719025709737,0.2536476105324095,0.2464713766636363,-0.020818754493715293,0.821113454137435,1.1237820448067366,0.8774480085655058,0.6716065342210843
Li6PS5Br,Sr,350,0.0005180762172041206,1.007020055389622,0.1912473450520396,4703338049322.887,4.698533868786638,0.36491019892678245,0.2401325949610424,0.15009269065145117,0.09269139913693208,-1.264756012359373,-4.0940900089681085,-3.6514254046423287,0.6137803605156121
Li6PS5Br,Sr,400,0.0005444009625143049,1.0077346027133969,0.20291287073634434,5440982642686.533,4.965080351907796,0.3364879441862359,0.23015743454170012,0.19857943791752855,-0.022616857578571774,-0.4369462009756134,0.309408286161058,0.4841867665513039,0.682604992794453
Li6PS5Br,Sr,450,0.0005090455773312044,0.9987447429885686,0.18436038844169542,4954043683907.87,4.485456410456132,0.38284709977257153,0.25375006697542585,0.1467454926867906,0.01479482475719445,-1.3804148757419725,7.021747023114966,7.642933717198853,0.6540239456500994
Li6PS5Br,Sr,500,0.0005021099599578537,1.0075640452381731,0.1950008814449629,5433308664337.623,4.450943621118089,0.35583782598924757,0.2662714268589353,0.2759938901253215,0.022756885240944328,0.7804006297842712,4.270429975299641,3.880229660407506,0.8315230362818169
Li6PS5Br,Sr,550,0.00047196977972875447,1.001254239508925,0.18524011821888023,5398833840343.767,4.794271323607077,0.32514231000720595,0.2578316895753922,0.16782215362647943,0.02418595745568111,-0.9179261456184575,-7.215889132240282,-6.7110297521501305,0.7777716656765569
Li6PS5Br,Sr,600,0.0005334329162925761,1.029990285827277,0.179625334909472,4200627598256.3384,5.004185027975566,0.3594608649347665,0.2660583990871579,0.26051805272425843,-0.03059805668092914,0.3773906500630695,-2.600014830063809,-2.8264492201016513,0.6733383363565507
Li6PS5Br,Y,300,0.0005068743615456947,1.0223925855642018,0.21102905479028392,5283020878882.848,5.247558034429275,0.3515166483645166,0.2637449310204525,0.21526725455565277,0.06195914020662241,0.5057486032106632,-1.785977884511743,-1.9377024654749417,0.7494867128924801
Li6PS5Br,Y,350,0.0005201407576331745,0.9553572169961906,0.20105498730762422,5078616196167.111,4.483268185867609,0.392897070659115,0.2806232990581837,0.16338980027315564,-0.04584900395496249,0.26418536940608967,2.298311345400599,2.205846466108467,0.7075292962108236
Li6PS5Br,Y,400,0.0004827982166540122,0.9673171875300084,0.2158630215700144,4616043198615.366,4.850633057052836,0.36372075346103305,0.2540742247211489,0.21378380760752907,-0.022756880649338753,-0.2277403831908265,-6.2251377842110855,-6.134041630934755,0.7642684305211814
Li6PS5Br,Y,450,0.0004947927580548123,1.001067016032797,0.187694474348019,4859278204956.963,4.442580628054866,0.3614387953330628,0.23535414053774725,0.19373353468324409,0.05936406952025829,0.1593136496654827,0.2278167539329927,0.1561256115835254,0.7862903738993638
Li6PS5Br,Y,500,0.0004148950335835244,1.0043285973658407,0.19917011741346802,4830288091776.747,4.553538685769096,0.3656068575920329,0.2649532289710402,0.20760897093332623,0.017688882151997855,0.7023514676240485,-4.020632174015625,-4.371807907827648,0.7923455900328883
Li6PS5Br,Y,550,0.00047814244249807017,1.0063034422162143,0.206259851663616,4880939244467.13,4.86433355939334,0.3725566560808416,0.24832622624211106,0.19893022069476193,-0.034801390831090476,0.466509240856603,4.110770998805284,3.854190916334152,0.5706773815302182
Li6PS5Br,Y,600,0.0004836191419270309,0.9871973905145848,0.21272785323090565,3767326171025.9453,4.8343137151273305,0.42972250993220196,0.2692252106979114,0.2342873973494597,-0.03225494052662781,1.0211502566912287,-0.010246700669029588,-0.6229368546837667,0.6936924253309639
Li6PS5Br,Zn,300,0.00048575195887186215,1.0070522812054572,0.19318164948790184,5311299341842.502,4.860717641550129,0.393370017253207,0.26480808618969376,0.10048756060966597,-0.017322165023676617,0.04187797945030054,1.9964511708983859,1.9838877770632952,0.7866765199436948
Li6PS5Br,Zn,350,0.00043486760054486755,0.9525304844169155,0.18897971696299976,3661161169308.101,4.520954189164877,0.39209629017958175,0.2532627706463232,0.12716501413692596,-0.021459042662081564,-0.802815927840668,-5.543935620483509,-5.2629500457392755,0.7402308956602623
Li6PS5Br,Zn,400,0.0004729319777810328,1.0382619694175874,0.19615691579528483,6669340173508.884,5.026378133612364,0.3433906790171973,0.24224391924759475,0.15821313641369772,-0.007473122946702955,-0.5725435987916758,-3.462161388586452,-3.233143949069782,0.7451140429462111
Li6PS5Br,Zn,450,0.0004709838647475822,0.9779820944548312,0.19878717845786129,5168312744355.381,4.639128246532773,0.36949753629504084,0.25306343470018633,0.207261039047175,0.03048555122326356,-0.44751503939127435,-4.873304463612668,-4.671922695886595,0.7288459233917446
Li6PS5Br,Zn,500,0.0005463454762415052,1.042529511084517,0.19807963789299762,5522377653694.192,4.432929523859335,0.34871533928033044,0.25645013607103034,0.16594513219033583,0.024695307658465372,-1.2062654103681174,2.579783560331734,3.182916265515793,0.7022454409129787
